dt;temp;dew_point;pressure;humidity;wind_speed;wind_deg;clouds_all;PTotAvg [W]
2010-02-27 01:00:00;277,2;276,32;997;94;3,81;228;100;0
2010-02-27 02:00:00;276,86;275,83;997;93;4,17;239;96;0
2010-02-27 03:00:00;276,79;275,92;998;94;4,64;249;97;0
2010-02-27 04:00:00;276,81;275,94;999;94;5,1;258;100;0
2010-02-27 05:00:00;277,23;276,35;1000;94;5,39;265;100;0
2010-02-27 06:00:00;277,15;276,27;1001;94;5,22;266;100;0
2010-02-27 07:00:00;277,04;275,86;1002;92;4,82;263;99;0
2010-02-27 08:00:00;276,96;275,47;1003;90;4,68;257;95;0
2010-02-27 09:00:00;277,42;275,13;1004;85;4,58;253;98;0
2010-02-27 10:00:00;278,21;275,22;1004;81;4,31;242;96;0
2010-02-27 11:00:00;278,37;275,03;1005;79;4,14;235;100;0
2010-02-27 12:00:00;278,57;274,87;1005;77;4,47;231;100;0
2010-02-27 13:00:00;279,07;274,8;1005;74;4,59;229;85;0
2010-02-27 14:00:00;278,89;274,24;1005;72;4,91;234;55;0
2010-02-27 15:00:00;279,88;274,19;1005;67;3,96;231;32;0
2010-02-27 16:00:00;279,77;274,29;1005;68;3,13;219;26;0
2010-02-27 17:00:00;278,99;274,14;1005;71;2,71;203;47;0
2010-02-27 18:00:00;277,96;273,91;1005;75;3,01;199;63;0
2010-02-27 19:00:00;277,06;273,76;1005;79;3,19;197;51;0
2010-02-27 20:00:00;276,75;273,63;1005;80;3,23;191;46;0
2010-02-27 21:00:00;276,7;273,58;1005;80;3,45;187;51;0
2010-02-27 22:00:00;276,72;273,77;1005;81;3,59;183;57;0
2010-02-27 23:00:00;276,04;273,44;1004;83;3,8;181;94;0
2010-02-28 00:00:00;276,14;273,54;1004;83;3,94;180;29;0
2010-02-28 01:00:00;275,81;273,55;1004;85;3,89;178;56;0
2010-02-28 02:00:00;275,46;273,36;1003;86;3,78;175;69;0
2010-02-28 03:00:00;275,33;273,24;1003;86;3,78;166;95;0
2010-02-28 04:00:00;274,95;273,04;1002;87;3,87;158;90;0
2010-02-28 05:00:00;274,78;272,89;1001;87;4,03;152;99;0
2010-02-28 06:00:00;275,16;272,79;1001;84;4,36;147;100;0
2010-02-28 07:00:00;275,32;272,64;1000;82;4,71;141;98;0
2010-02-28 08:00:00;276,09;272,54;999;77;5,26;137;93;0
2010-02-28 09:00:00;277,83;272,16;998;66;5,84;145;93;0
2010-02-28 10:00:00;279,84;272,07;998;57;5,75;144;98;0
2010-02-28 11:00:00;281,2;271,86;996;51;5,41;146;85;0
2010-02-28 12:00:00;282,11;272,12;995;49;5,72;146;34;0
2010-02-28 13:00:00;283,04;272,62;994;48;5,77;155;49;0
2010-02-28 14:00:00;283,35;272,62;993;47;5,48;159;95;0
2010-02-28 15:00:00;283,09;273,16;993;50;4,77;163;98;0
2010-02-28 16:00:00;282,75;273,12;992;51;4,87;160;98;0
2010-02-28 17:00:00;282,05;273,51;992;55;4,95;171;100;0
2010-02-28 18:00:00;281,21;274,82;991;64;4,46;171;99;0
2010-02-28 19:00:00;280,41;275,31;991;70;4,81;173;98;0
2010-02-28 20:00:00;279,88;275,39;991;73;5,67;179;100;0
2010-02-28 21:00:00;280,34;275,44;991;71;6,39;190;96;0
2010-02-28 22:00:00;280,77;275,45;991;69;6,66;198;39;0
2010-02-28 23:00:00;281,42;275,66;991;67;7,65;203;25;0
2010-03-01 00:00:00;281,72;275,95;991;67;7,57;196;34;0
2010-03-01 01:00:00;281,99;275,56;991;64;7,74;200;55;0
2010-03-01 02:00:00;281,83;274,96;991;62;7,74;207;57;0
2010-03-01 03:00:00;281,59;274,51;991;61;8,1;213;69;0
2010-03-01 04:00:00;281,04;274,66;991;64;8,44;218;78;0
2010-03-01 05:00:00;280,75;275,02;991;67;8,91;223;75;0
2010-03-01 06:00:00;280,51;274,58;991;66;9,39;227;85;0
2010-03-01 07:00:00;279,92;274,64;991;69;9,73;231;100;0
2010-03-01 08:00:00;279,3;274,44;992;71;10,17;235;100;0
2010-03-01 09:00:00;278,65;274,94;993;77;11,12;239;100;0
2010-03-01 10:00:00;278,4;275,06;993;79;11;243;100;0
2010-03-01 11:00:00;277,7;275,4;995;85;10,15;248;100;0
2010-03-01 12:00:00;277,31;275,34;996;87;10,48;252;100;0
2010-03-01 13:00:00;277,22;275,57;997;89;10,91;258;100;0
2010-03-01 14:00:00;277,4;275,59;998;88;9,65;257;100;0
2010-03-01 15:00:00;277,42;275,13;999;85;9,27;261;100;0
2010-03-01 16:00:00;277,06;274,77;1000;85;8,61;264;97;145195,2
2010-03-01 17:00:00;276,81;274,2;1001;83;7,81;266;86;290390,5
2010-03-01 18:00:00;276,45;273,68;1002;82;7,31;266;60;2758710
2010-03-01 19:00:00;276,25;272,52;1003;76;7,26;266;67;4355857
2010-03-01 20:00:00;275,97;271,96;1004;74;7,44;266;93;0
2010-03-01 21:00:00;275,73;271,43;1005;72;7,53;267;95;0
2010-03-01 22:00:00;275,58;271,13;1006;71;7,51;267;73;0
2010-03-01 23:00:00;275,41;271,15;1007;72;7,7;267;64;0
2010-03-02 00:00:00;275,24;270,84;1008;71;7,56;269;62;0
2010-03-02 01:00:00;275;270,64;1009;71;7,27;270;78;0
2010-03-02 02:00:00;274,81;270,81;1009;73;6,92;271;65;0
2010-03-02 03:00:00;274,56;270,91;1010;75;6,61;270;24;0
2010-03-02 04:00:00;274,44;271,28;1010;78;6,28;268;18;0
2010-03-02 05:00:00;274,41;271,56;1011;80;6,13;266;25;0
2010-03-02 06:00:00;274,38;271,68;1011;81;6,04;266;37;0
2010-03-02 07:00:00;274,57;271,84;1012;81;5,86;266;41;0
2010-03-02 08:00:00;274,89;271,97;1013;80;5,48;264;79;0
2010-03-02 09:00:00;274,96;271,88;1014;79;7,29;272;64;-145195,2
2010-03-02 10:00:00;275,79;271,64;1014;73;7,52;278;85;-145195,2
2010-03-02 11:00:00;275,93;271,6;1015;72;7,36;277;66;-145195,2
2010-03-02 12:00:00;276,33;271,94;1015;72;6,92;277;88;-145195,2
2010-03-02 13:00:00;276,26;272,53;1015;76;6,35;271;60;-290390,5
2010-03-02 14:00:00;276,43;272,52;1015;75;6,3;270;68;-290390,5
2010-03-02 15:00:00;276,56;272,79;1015;76;6,31;268;41;-145195,2
2010-03-02 16:00:00;276,61;272,83;1015;76;5,69;264;24;-145195,2
2010-03-02 17:00:00;275,59;273,02;1015;83;4,99;251;45;-145195,2
2010-03-02 18:00:00;275,23;272,85;1015;84;5,13;254;74;-145195,2
2010-03-02 19:00:00;275,03;272,82;1015;85;5,27;259;68;-145195,2
2010-03-02 20:00:00;274,51;272,93;1015;89;5,35;259;38;-145195,2
2010-03-02 21:00:00;274,1;272,84;1015;91;5,71;264;46;-145195,2
2010-03-02 22:00:00;274,2;272,79;1016;90;5,93;275;57;-145195,2
2010-03-02 23:00:00;274,13;272,73;1016;90;6,15;287;63;-145195,2
2010-03-03 00:00:00;273,57;272,38;1017;91;5,51;296;71;-145195,2
2010-03-03 01:00:00;272,89;271,62;1018;90;4,96;296;56;-145195,2
2010-03-03 02:00:00;271,95;270,69;1018;90;4,18;289;41;-145195,2
2010-03-03 03:00:00;271,32;270,2;1018;91;3,77;277;33;-145195,2
2010-03-03 04:00:00;271,22;270,23;1018;92;3,62;262;34;-145195,2
2010-03-03 05:00:00;271,29;270,55;1018;94;4,1;252;46;-145195,2
2010-03-03 06:00:00;271,67;270,93;1018;94;4,75;252;76;-145195,2
2010-03-03 07:00:00;272,24;271,5;1018;94;4,9;248;94;-145195,2
2010-03-03 08:00:00;272,88;271,87;1017;92;5,61;247;76;-290390,5
2010-03-03 09:00:00;273,56;272,24;1017;90;5,68;253;76;-290390,5
2010-03-03 10:00:00;274,49;272,36;1017;85;5,63;257;92;290390,5
2010-03-03 11:00:00;275,21;273,28;1017;87;5,05;272;95;5807810
2010-03-03 12:00:00;275,24;273,01;1017;85;5,25;280;88;9147300
2010-03-03 13:00:00;275,07;272,57;1018;83;5,29;275;89;8856909
2010-03-03 14:00:00;275,54;272,53;1017;80;5,3;273;80;10018470
2010-03-03 15:00:00;275,95;272,26;1017;76;5,44;275;67;10308860
2010-03-03 16:00:00;275,4;271,47;1017;74;5,01;276;45;8421324
2010-03-03 17:00:00;274,92;271,38;1017;76;4,29;282;35;6824176
2010-03-03 18:00:00;273,66;270,76;1017;79;3,54;280;21;4210662
2010-03-03 19:00:00;272,71;270,47;1017;83;3,08;278;10;2323124
2010-03-03 20:00:00;272,19;270,24;1017;85;2,86;273;5;1887538
2010-03-03 21:00:00;271,84;270,18;1017;87;2,81;270;7;1742343
2010-03-03 22:00:00;271,78;270,39;1017;89;2,89;273;7;3775076
2010-03-03 23:00:00;271,64;270,25;1017;89;2,69;269;61;3049100
2010-03-04 00:00:00;271,82;270,56;1017;90;2,84;265;48;3484686
2010-03-04 01:00:00;271,26;270,14;1017;91;2,67;265;30;2903905
2010-03-04 02:00:00;270,78;269,92;1017;93;2,42;272;41;2613514
2010-03-04 03:00:00;270,13;269,4;1017;94;2,11;280;34;1016367
2010-03-04 04:00:00;269,48;268,75;1017;94;1,79;282;21;1016367
2010-03-04 05:00:00;269,13;268,65;1016;96;1,94;278;13;435585,7
2010-03-04 06:00:00;269,1;268,62;1016;96;2,23;278;8;-290390,5
2010-03-04 07:00:00;269,11;268,75;1016;97;2,03;276;11;-290390,5
2010-03-04 08:00:00;270,2;269,84;1016;97;1,68;271;69;-290390,5
2010-03-04 09:00:00;271,6;270,73;1016;93;1,71;269;60;-290390,5
2010-03-04 10:00:00;272,69;271,15;1016;88;1,53;261;33;-290390,5
2010-03-04 11:00:00;273,8;271,03;1016;80;1,61;257;52;-290390,5
2010-03-04 12:00:00;274,74;269,73;1016;67;1,91;275;56;0
2010-03-04 13:00:00;275,33;268,32;1015;57;1,91;287;56;0
2010-03-04 14:00:00;275,63;267,72;1015;53;1,82;287;29;-145195,2
2010-03-04 15:00:00;275,79;267,4;1014;51;2,33;278;81;-145195,2
2010-03-04 16:00:00;275,41;267,54;1014;53;2,29;272;87;-145195,2
2010-03-04 17:00:00;273,75;269,23;1014;69;1,49;261;41;-145195,2
2010-03-04 18:00:00;271,65;268,24;1014;75;2,38;259;52;-145195,2
2010-03-04 19:00:00;271,89;268,93;1014;78;1,9;268;74;0
2010-03-04 20:00:00;272,2;270,11;1014;84;1,85;277;93;1887538
2010-03-04 21:00:00;271,93;270,4;1014;88;1,8;295;97;4501053
2010-03-04 22:00:00;271,28;270,54;1014;94;2,65;317;99;7695348
2010-03-04 23:00:00;271,39;270,52;1015;93;3,93;324;94;6388591
2010-03-05 00:00:00;270,73;269,99;1015;94;4,46;325;92;7404957
2010-03-05 01:00:00;270,13;269,4;1016;94;4,52;332;90;7404957
2010-03-05 02:00:00;269,73;268,87;1016;93;4,29;335;85;7114567
2010-03-05 03:00:00;269,22;268,11;1016;91;4,15;332;77;6388591
2010-03-05 04:00:00;268,75;267,52;1016;90;4,19;328;74;5372224
2010-03-05 05:00:00;268,33;267,1;1017;90;4,23;328;82;2032733
2010-03-05 06:00:00;267,91;266,69;1017;90;4,11;329;74;2468319
2010-03-05 07:00:00;267,85;266,63;1017;90;3,98;329;71;2758710
2010-03-05 08:00:00;268,38;266,89;1018;88;4,55;331;49;3194295
2010-03-05 09:00:00;269,28;266,82;1018;81;4,72;332;70;1742343
2010-03-05 10:00:00;270,02;266,96;1018;77;4,6;333;68;580780,9
2010-03-05 11:00:00;270,39;266,54;1019;72;3,95;325;71;0
2010-03-05 12:00:00;270,57;266,55;1019;71;4,04;314;84;0
2010-03-05 13:00:00;270,99;266,63;1018;69;4,36;310;85;0
2010-03-05 14:00:00;270,95;266,59;1018;69;4,77;314;90;0
2010-03-05 15:00:00;270,72;266,86;1018;72;4,85;316;87;0
2010-03-05 16:00:00;270,33;266,64;1018;73;4,77;323;96;3920271
2010-03-05 17:00:00;270,19;266,66;1019;74;4,33;327;92;5081833
2010-03-05 18:00:00;269,87;266,5;1019;75;3,24;325;75;4065467
2010-03-05 19:00:00;269,14;266,39;1019;79;2,54;317;61;3484686
2010-03-05 20:00:00;268,2;266,18;1019;84;2,04;312;56;5517419
2010-03-05 21:00:00;267,62;266,01;1019;87;1,9;307;64;6969371
2010-03-05 22:00:00;266,72;265,63;1019;91;2,33;303;48;5662614
2010-03-05 23:00:00;266,06;264,85;1019;90;1,47;277;36;4065467
2010-03-06 00:00:00;265,7;264,62;1019;91;1,19;279;12;3194295
2010-03-06 01:00:00;264,87;263,92;1019;92;0,78;312;6;2177929
2010-03-06 02:00:00;264,71;263,64;1018;91;0,69;354;9;2468319
2010-03-06 03:00:00;264,62;263,3;1018;89;0,79;8;15;2323124
2010-03-06 04:00:00;264,81;263,23;1018;87;0,9;1;24;1306757
2010-03-06 05:00:00;263,89;262,58;1018;89;1,2;359;21;1451952
2010-03-06 06:00:00;263,5;262,68;1019;93;1,46;3;18;2468319
2010-03-06 07:00:00;264,12;262,93;1019;90;1,66;10;38;1742343
2010-03-06 08:00:00;266,1;264,51;1020;87;1,75;21;48;2323124
2010-03-06 09:00:00;267,81;266,2;1020;87;2,41;26;61;1742343
2010-03-06 10:00:00;269,3;267,26;1020;84;3,42;35;69;290390,5
2010-03-06 11:00:00;270,6;267,82;1021;79;3,48;56;88;1451952
2010-03-06 12:00:00;271,41;267,53;1022;72;4;58;99;4501053
2010-03-06 13:00:00;272,07;267,67;1022;69;4,19;53;90;6678981
2010-03-06 14:00:00;271,87;266,96;1023;66;4,52;46;79;8130933
2010-03-06 15:00:00;271,86;266,78;1023;65;4,97;41;83;14519520
2010-03-06 16:00:00;271,6;266,7;1024;66;4,66;38;78;9147300
2010-03-06 17:00:00;271,26;266,38;1025;66;3,57;34;33;12196400
2010-03-06 18:00:00;270,76;266,24;1026;68;2,8;24;2;8711714
2010-03-06 19:00:00;270,13;266,12;1026;71;2,97;18;0;3339491
2010-03-06 20:00:00;269,46;266,26;1027;76;3,1;17;0;2468319
2010-03-06 21:00:00;268,37;265,92;1028;81;2,91;15;0;3775076
2010-03-06 22:00:00;267,69;265,67;1028;84;2,67;11;1;4065467
2010-03-06 23:00:00;267,75;265,32;1029;81;2,01;7;3;5807810
2010-03-07 00:00:00;267,39;265,1;1030;82;1,9;1;5;4355857
2010-03-07 01:00:00;266,97;264,69;1030;82;1,68;351;1;1451952
2010-03-07 02:00:00;266,4;264,4;1030;84;1,93;336;1;290390,5
2010-03-07 03:00:00;265,92;264,06;1030;85;1,96;318;0;2032733
2010-03-07 04:00:00;265,42;263,83;1030;87;2,02;297;1;3775076
2010-03-07 05:00:00;265,54;264,08;1030;88;1,99;279;10;10454060
2010-03-07 06:00:00;265,54;263,82;1030;86;2,07;267;34;15390700
2010-03-07 07:00:00;265,97;263,98;1030;84;2,94;265;78;22940850
2010-03-07 08:00:00;267,66;265,51;1030;83;3,58;275;91;13067570
2010-03-07 09:00:00;269,63;267,44;1030;83;3,8;291;95;3194295
2010-03-07 10:00:00;271,01;268,52;1030;81;3,86;318;72;1451952
2010-03-07 11:00:00;271,82;267,93;1030;72;2,92;344;98;1306757
2010-03-07 12:00:00;272,28;267,88;1030;69;2,86;345;100;1887538
2010-03-07 13:00:00;273,27;268,3;1030;66;3,15;347;87;1887538
2010-03-07 14:00:00;273,25;267,92;1029;64;3,01;342;98;725976,2
2010-03-07 15:00:00;273,46;267,92;1029;63;3,03;336;91;145195,2
2010-03-07 16:00:00;273,2;268,24;1029;66;2,95;329;96;0
2010-03-07 17:00:00;273,05;268,45;1029;68;2,13;326;91;0
2010-03-07 18:00:00;272,24;268,5;1029;73;1,8;325;85;580780,9
2010-03-07 19:00:00;271,64;268,69;1029;78;2,2;336;45;2323124
2010-03-07 20:00:00;271,04;268,97;1029;84;2,02;339;45;4210662
2010-03-07 21:00:00;270,79;268,86;1029;85;1,76;344;46;3920271
2010-03-07 22:00:00;270,58;268,66;1029;85;1,76;351;39;3775076
2010-03-07 23:00:00;270,93;268,58;1029;82;1,99;8;76;4355857
2010-03-08 00:00:00;270,19;268,41;1030;86;2,18;14;48;2613514
2010-03-08 01:00:00;269,46;268,09;1029;89;2,13;17;47;2468319
2010-03-08 02:00:00;268,58;267,48;1029;91;2,21;19;48;5517419
2010-03-08 03:00:00;268,19;267,09;1029;91;2,32;16;25;4501053
2010-03-08 04:00:00;267,89;267,05;1029;93;2,36;24;16;1597148
2010-03-08 05:00:00;267,32;266,48;1029;93;2,34;40;12;2032733
2010-03-08 06:00:00;267,38;266,54;1029;93;2,1;55;20;3339491
2010-03-08 07:00:00;267,17;266,33;1029;93;1,8;60;67;5372224
2010-03-08 08:00:00;268,02;267,3;1030;94;2,5;66;98;4210662
2010-03-08 09:00:00;269,54;268,56;1030;92;2,6;70;92;2613514
2010-03-08 10:00:00;271,1;268,75;1030;82;2,52;76;81;-145195,2
2010-03-08 11:00:00;270,95;268,74;1030;83;1,86;69;68;-290390,5
2010-03-08 12:00:00;272,12;268,38;1030;73;2,16;66;67;0
2010-03-08 13:00:00;272,82;267,7;1029;65;2,12;68;64;0
2010-03-08 14:00:00;273,22;266,95;1029;59;2,21;75;69;0
2010-03-08 15:00:00;273,31;266,63;1028;57;2,34;80;75;0
2010-03-08 16:00:00;273,11;266,85;1028;59;2,41;79;62;0
2010-03-08 17:00:00;272,68;267,02;1028;62;1,65;77;30;0
2010-03-08 18:00:00;270,65;266,95;1028;73;1,96;83;20;0
2010-03-08 19:00:00;269,35;266,45;1029;78;1,9;95;11;0
2010-03-08 20:00:00;268,52;266,35;1029;83;2,11;107;14;725976,2
2010-03-08 21:00:00;267,63;265,75;1029;85;2,42;118;9;0
2010-03-08 22:00:00;267,66;265,64;1029;84;2,41;122;1;-580780,9
2010-03-08 23:00:00;267,83;266,73;1029;91;1,47;113;0;-580780,9
2010-03-09 00:00:00;268,13;266,64;1029;88;0,94;105;0;-580780,9
2010-03-09 01:00:00;267,55;266,33;1029;90;0,82;94;0;-290390,5
2010-03-09 02:00:00;267,03;265,94;1029;91;1,05;107;4;-290390,5
2010-03-09 03:00:00;266,46;265,62;1029;93;0,86;118;10;-290390,5
2010-03-09 04:00:00;266;265,17;1028;93;0,62;125;12;-290390,5
2010-03-09 05:00:00;265,82;265,11;1028;94;0,67;155;57;-290390,5
2010-03-09 06:00:00;265,75;265,04;1028;94;0,97;178;84;-290390,5
2010-03-09 07:00:00;265,31;264,72;1029;95;1,13;194;69;290390,5
2010-03-09 08:00:00;267,21;266,37;1029;93;0,98;219;42;1161562
2010-03-09 09:00:00;269,87;267,4;1030;81;1,37;244;25;1451952
2010-03-09 10:00:00;271,38;267,01;1030;69;1,64;272;80;2032733
2010-03-09 11:00:00;272,37;267,09;1029;64;2,1;258;92;1161562
2010-03-09 12:00:00;272,96;266,9;1030;60;2,28;273;91;1887538
2010-03-09 13:00:00;273,5;266,99;1029;58;2,5;282;96;2177929
2010-03-09 14:00:00;273,99;267,2;1029;57;2,64;290;96;1451952
2010-03-09 15:00:00;274,5;267,42;1029;56;2,73;297;82;2032733
2010-03-09 16:00:00;274,58;267,49;1028;56;2,91;309;99;871171,4
2010-03-09 17:00:00;274,25;267,62;1028;58;1,59;316;94;290390,5
2010-03-09 18:00:00;273,77;268,73;1029;66;2,25;326;82;2032733
2010-03-09 19:00:00;273,24;268,62;1029;68;2,21;335;69;1451952
2010-03-09 20:00:00;272,34;268,75;1030;74;1,9;345;58;2032733
2010-03-09 21:00:00;272,05;269,24;1030;79;1,97;2;37;4646248
2010-03-09 22:00:00;271,87;269,36;1031;81;2,07;15;45;5953005
2010-03-09 23:00:00;270,05;268,67;1031;89;1,63;34;70;4210662
2010-03-10 00:00:00;270,47;268,96;1031;88;1,21;41;75;1742343
2010-03-10 01:00:00;270,28;269,03;1031;90;1,42;48;67;-435585,7
2010-03-10 02:00:00;270,17;268,92;1031;90;1,5;57;77;-580780,9
2010-03-10 03:00:00;269,72;268,61;1031;91;1,39;61;71;-435585,7
2010-03-10 04:00:00;269,3;268,45;1031;93;1,52;63;79;0
2010-03-10 05:00:00;269,04;268,44;1031;95;1,64;66;79;3920271
2010-03-10 06:00:00;268,89;268,29;1031;95;1,93;73;85;6678981
2010-03-10 07:00:00;269,08;268,6;1031;96;2,04;77;93;8276129
2010-03-10 08:00:00;270,74;269,62;1031;91;1,99;88;93;7550152
2010-03-10 09:00:00;271,93;269,42;1032;81;2,32;119;88;3775076
2010-03-10 10:00:00;272,82;269,84;1032;78;2,32;134;100;290390,5
2010-03-10 11:00:00;274,29;269,86;1032;70;2,78;134;100;-290390,5
2010-03-10 12:00:00;275,08;269,66;1031;65;2,65;142;100;0
2010-03-10 13:00:00;275,48;269,62;1031;63;2,51;141;100;0
2010-03-10 14:00:00;275,97;269,26;1030;59;2,48;137;100;290390,5
2010-03-10 15:00:00;276,05;269,13;1029;58;2,46;132;95;435585,7
2010-03-10 16:00:00;275,97;269,06;1028;58;2,22;116;69;0
2010-03-10 17:00:00;275,25;269,62;1027;64;1,59;85;59;0
2010-03-10 18:00:00;273,79;269,6;1028;71;2,03;84;47;2903905
2010-03-10 19:00:00;273,38;269,25;1027;71;2,16;88;38;8856909
2010-03-10 20:00:00;272,22;269,1;1028;77;2,27;93;41;9728081
2010-03-10 21:00:00;271,5;268,85;1027;80;2,32;91;34;15971480
2010-03-10 22:00:00;270,93;268,58;1027;82;2,4;90;12;15681090
2010-03-10 23:00:00;270,68;268,48;1026;83;2,43;83;3;15390700
2010-03-11 00:00:00;270,01;268,1;1025;85;2,48;84;1;14809910
2010-03-11 01:00:00;269,59;267,95;1024;87;2,4;81;0;15535890
2010-03-11 02:00:00;268,91;267,41;1024;88;2,35;77;0;12777180
2010-03-11 03:00:00;268,28;267,05;1023;90;2,43;74;0;13503160
2010-03-11 04:00:00;267,68;266,59;1022;91;2,49;71;0;11034840
2010-03-11 05:00:00;267,36;266,39;1022;92;2,44;70;0;6243395
2010-03-11 06:00:00;267,16;266,32;1021;93;2,36;69;1;7695348
2010-03-11 07:00:00;267,56;266,59;1021;92;2,66;65;7;8421324
2010-03-11 08:00:00;268,89;267,53;1020;89;2,5;66;3;9437690
2010-03-11 09:00:00;270,52;268,32;1020;83;2,44;60;1;5372224
2010-03-11 10:00:00;272,07;268,8;1019;76;2,39;52;4;2903905
2010-03-11 11:00:00;273,68;269;1018;68;2,86;51;23;3484686
2010-03-11 12:00:00;274,62;268,9;1018;63;2,93;47;25;5227029
2010-03-11 13:00:00;275,46;268,83;1016;59;3,01;39;26;4791443
2010-03-11 14:00:00;276,03;268,7;1016;56;3,02;36;34;4355857
2010-03-11 15:00:00;276,24;268,87;1015;56;2,82;37;18;2468319
2010-03-11 16:00:00;275,98;268,86;1015;57;2,53;34;12;1597148
2010-03-11 17:00:00;274,25;269,66;1014;69;1,7;19;0;725976,2
2010-03-11 18:00:00;271,8;268,23;1014;74;2,71;16;0;1016367
2010-03-11 19:00:00;270,49;267,71;1014;79;2,89;14;0;1161562
2010-03-11 20:00:00;269,6;267,55;1014;84;2,8;5;0;145195,2
2010-03-11 21:00:00;269,38;267,75;1014;87;2,63;347;0;2323124
2010-03-11 22:00:00;269,32;267,95;1013;89;2,16;333;0;13067570
2010-03-11 23:00:00;269,61;268,24;1013;89;2,07;329;1;10018470
2010-03-12 00:00:00;269,45;268,47;1013;92;2,56;324;0;9437690
2010-03-12 01:00:00;269,12;268,52;1013;95;2,84;321;7;12341600
2010-03-12 02:00:00;268,81;268,45;1013;97;2,71;320;29;10599250
2010-03-12 03:00:00;268,82;268,46;1013;97;2,4;314;69;10018470
2010-03-12 04:00:00;268,95;268,59;1013;97;2,03;301;88;3775076
2010-03-12 05:00:00;269;268,52;1012;96;2,58;291;100;-435585,7
2010-03-12 06:00:00;269,15;268,55;1012;95;2,7;283;99;-290390,5
2010-03-12 07:00:00;269,61;268,75;1012;93;2,49;273;98;-145195,2
2010-03-12 08:00:00;270,17;269,18;1012;92;2,34;258;98;725976,2
2010-03-12 09:00:00;270,72;269,73;1012;92;2,48;240;100;3339491
2010-03-12 10:00:00;271,19;270,32;1012;93;2,88;231;100;4791443
2010-03-12 11:00:00;272,21;270,95;1012;90;3,5;232;100;6678981
2010-03-12 12:00:00;272,92;271,51;1012;89;3,8;237;100;8421324
2010-03-12 13:00:00;273,71;272,1;1011;88;3,81;242;100;6969371
2010-03-12 14:00:00;274,33;272,5;1011;87;3,69;245;100;8130933
2010-03-12 15:00:00;274,94;272,75;1011;85;3,82;252;100;6098200
2010-03-12 16:00:00;274,92;273,01;1010;87;3,5;252;100;5517419
2010-03-12 17:00:00;274,7;273,24;1010;90;3,27;248;100;5953005
2010-03-12 18:00:00;274,42;273,56;1010;94;3,53;253;100;11034840
2010-03-12 19:00:00;274,08;273,94;1010;99;3,97;265;99;15535890
2010-03-12 20:00:00;273,98;273,98;1011;100;4,01;270;100;18875380
2010-03-12 21:00:00;274,11;273,97;1010;99;3,95;266;100;19746550
2010-03-12 22:00:00;274,51;274,37;1010;99;4,05;260;100;21343700
2010-03-12 23:00:00;274,71;274,57;1010;99;4,3;260;100;27151510
2010-03-13 00:00:00;275,22;275,08;1010;99;4,75;265;100;36153610
2010-03-13 01:00:00;275,53;275,39;1009;99;4,9;268;100;37315180
2010-03-13 02:00:00;275,38;275,24;1009;99;4,98;272;100;32523730
2010-03-13 03:00:00;275,22;275,08;1009;99;4,85;279;100;29184240
2010-03-13 04:00:00;274,91;274,77;1009;99;4,51;293;100;28893850
2010-03-13 05:00:00;274,46;274,46;1010;100;4,29;312;100;26715920
2010-03-13 06:00:00;274,12;273,84;1010;98;3,84;321;99;14664720
2010-03-13 07:00:00;273,56;273,02;1011;96;3,81;320;96;9582885
2010-03-13 08:00:00;273,71;273,15;1012;96;3,4;314;93;19020580
2010-03-13 09:00:00;273,86;272,76;1012;92;3,97;313;95;9873276
2010-03-13 10:00:00;274,52;272,52;1012;86;4,16;306;81;12341600
2010-03-13 11:00:00;275,08;272,72;1013;84;4,71;296;66;26135140
2010-03-13 12:00:00;275,61;272,74;1012;81;5,55;296;58;39347910
2010-03-13 13:00:00;276,02;273,42;1012;83;5,91;298;50;25409170
2010-03-13 14:00:00;276,3;273,36;1012;81;5,72;294;63;28748660
2010-03-13 15:00:00;276,25;273,14;1012;80;5,53;287;80;23376430
2010-03-13 16:00:00;275,41;273,01;1011;84;5,72;288;58;19891750
2010-03-13 17:00:00;275,57;273,15;1011;84;4,68;285;79;17859010
2010-03-13 18:00:00;275,22;272,85;1011;84;4,26;276;75;27006310
2010-03-13 19:00:00;274,79;272,9;1011;87;4,47;270;72;19601360
2010-03-13 20:00:00;274,7;272,82;1010;87;4,58;265;88;26861120
2010-03-13 21:00:00;274,99;273,22;1010;88;4,63;255;100;25989950
2010-03-13 22:00:00;274,94;274,08;1009;94;5,47;257;100;29910220
2010-03-13 23:00:00;274,85;274,43;1008;97;5,61;269;100;43268180
2010-03-14 00:00:00;275,23;274,8;1008;97;5,77;279;95;36879590
2010-03-14 01:00:00;275,7;275,13;1007;96;6,03;286;99;50382750
2010-03-14 02:00:00;275,89;275,17;1008;95;6,11;290;99;40073880
2010-03-14 03:00:00;275,83;274,96;1007;94;5,99;290;98;27732290
2010-03-14 04:00:00;275,52;274,2;1007;91;5,99;287;96;12922380
2010-03-14 05:00:00;275,2;273,89;1007;91;6,03;286;99;30491000
2010-03-14 06:00:00;275,01;273,7;1007;91;6,29;289;93;54012630
2010-03-14 07:00:00;274,9;273,59;1008;91;6,5;293;82;53431850
2010-03-14 08:00:00;275,04;274,03;1008;93;6,94;294;80;52851060
2010-03-14 09:00:00;275,29;273,82;1009;90;5,99;288;94;47188450
2010-03-14 10:00:00;275,64;273,22;1009;84;5,44;284;94;45881700
