dt;temp;dew_point;pressure;humidity;wind_speed;wind_deg;clouds_all;PTotAvg [W]
2010-04-25 11:00:00;286,06;274,11;1031;44;4,76;117;80;17278230
2010-04-25 12:00:00;287,09;274,4;1030;42;4,68;125;74;19891750
2010-04-25 13:00:00;287,83;274,73;1030;41;4,41;128;71;26425530
2010-04-25 14:00:00;288,42;274,92;1029;40;4,07;130;29;25409170
2010-04-25 15:00:00;288,84;274,94;1029;39;3,85;128;3;28458270
2010-04-25 16:00:00;289,14;274,47;1029;37;3,84;124;0;27877480
2010-04-25 17:00:00;289,13;274,08;1028;36;4,02;119;0;27151510
2010-04-25 18:00:00;288,87;273,07;1028;34;3,76;113;0;32088150
2010-04-25 19:00:00;288,18;272,89;1028;35;3,54;106;0;36008420
2010-04-25 20:00:00;286,37;273,08;1028;40;3,79;105;0;45155720
2010-04-25 21:00:00;284,61;272,28;1028;42;4,1;108;0;71871640
2010-04-25 22:00:00;283,67;271,81;1028;43;4,07;114;4;84068040
2010-04-25 23:00:00;282,74;271,87;1028;46;3,93;118;32;83051670
2010-04-26 00:00:00;281,84;271,65;1027;48;4,02;121;73;74775540
2010-04-26 01:00:00;281,15;271,33;1027;49;3,92;122;93;80002580
2010-04-26 02:00:00;280,53;271,31;1027;51;3,85;122;92;69548520
2010-04-26 03:00:00;279,96;271,3;1026;53;3,77;120;90;58658880
2010-04-26 04:00:00;279,47;271,34;1026;55;3,83;115;41;60546410
2010-04-26 05:00:00;278,76;271,39;1026;58;3,91;115;2;54593410
2010-04-26 06:00:00;278,51;271,58;1026;60;4;116;5;49366380
2010-04-26 07:00:00;280,1;272,5;1025;58;4,32;118;18;54012630
2010-04-26 08:00:00;282,28;273,21;1025;53;4,39;120;48;36879590
2010-04-26 09:00:00;284,46;273,86;1024;48;4,62;122;68;16407060
2010-04-26 10:00:00;286,8;274,78;1024;44;4,71;119;60;12777180
2010-04-26 11:00:00;288,68;275,5;1023;41;4,95;117;26;20908110
2010-04-26 12:00:00;290,46;275,65;1022;37;5;113;8;45155720
2010-04-26 13:00:00;291,63;276,3;1022;36;5,24;117;25;49366380
2010-04-26 14:00:00;292,62;276,77;1020;35;5,22;120;21;40219080
2010-04-26 15:00:00;293,1;277,6;1020;36;5,03;120;57;31797760
2010-04-26 16:00:00;293,31;278,56;1019;38;4,66;123;74;29765020
2010-04-26 17:00:00;292,71;279,47;1019;42;4,35;123;71;27151510
2010-04-26 18:00:00;292,11;280,56;1018;47;3,2;124;94;19601360
2010-04-26 19:00:00;289,9;281,35;1018;57;2,12;152;97;21343700
2010-04-26 20:00:00;287,85;282,44;1018;70;2,71;209;99;47914430
2010-04-26 21:00:00;286,33;283,51;1019;83;3,85;246;100;85519990
2010-04-26 22:00:00;285,73;284,14;1019;90;4,21;258;100;20182140
2010-04-26 23:00:00;285,45;284,19;1018;92;4,25;251;98;2323124
2010-04-27 00:00:00;284,54;283,77;1018;95;4,74;240;95;4501053
2010-04-27 01:00:00;284,17;283,24;1018;94;4,71;237;100;25118780
2010-04-27 02:00:00;283,96;283,03;1018;94;4,75;240;100;13212770
2010-04-27 03:00:00;283,93;283;1018;94;4,31;249;99;12051200
2010-04-27 04:00:00;283,75;282,83;1017;94;4,34;271;100;8856909
2010-04-27 05:00:00;283,44;282,68;1018;95;4,68;282;100;20472530
2010-04-27 06:00:00;283,39;282,63;1018;95;4,8;281;100;45736500
2010-04-27 07:00:00;283,5;282,73;1019;95;5;277;100;50818330
2010-04-27 08:00:00;283,57;282,65;1019;94;5,65;276;99;52851060
2010-04-27 09:00:00;283,43;282,51;1020;94;6,62;280;100;64611880
2010-04-27 10:00:00;283,48;282,87;1020;96;7,35;285;97;69838900
2010-04-27 11:00:00;283,83;283,06;1021;95;6,75;288;97;71581250
2010-04-27 12:00:00;283,4;282,48;1022;94;5,25;285;100;75937100
2010-04-27 13:00:00;284,52;282,44;1022;87;5,87;288;79;76372700
2010-04-27 14:00:00;285,24;282,08;1023;81;6,11;290;66;75646720
2010-04-27 15:00:00;284,64;281,13;1023;79;6,23;298;65;59965630
2010-04-27 16:00:00;284,56;280,87;1023;78;6,28;300;68;58658880
2010-04-27 17:00:00;284,78;280,7;1023;76;6,02;296;54;35282440
2010-04-27 18:00:00;285,08;280,4;1023;73;5,65;296;83;37895960
2010-04-27 19:00:00;284,64;280,17;1023;74;4,82;300;74;36879590
2010-04-27 20:00:00;284,27;280,01;1024;75;4,07;303;64;33394900
2010-04-27 21:00:00;283,71;280,23;1024;79;3,21;299;52;19310970
2010-04-27 22:00:00;283,4;280,47;1025;82;2,73;283;61;28022680
2010-04-27 23:00:00;283,15;280,57;1025;84;3,02;271;85;44720130
2010-04-28 00:00:00;283;280,6;1025;85;3,12;271;40;52705870
2010-04-28 01:00:00;282,71;280,66;1025;87;3,11;269;34;54303020
2010-04-28 02:00:00;282,32;280,6;1025;89;3,22;269;36;48930790
2010-04-28 03:00:00;281,99;280,6;1025;91;3,3;272;35;42832600
2010-04-28 04:00:00;281,58;280,2;1025;91;3,22;274;24;38186350
2010-04-28 05:00:00;280,54;279,64;1025;94;3,1;270;11;35282440
2010-04-28 06:00:00;280,08;279,18;1025;94;3,11;267;31;40364280
2010-04-28 07:00:00;280,77;279,71;1026;93;3,44;266;2;29765020
2010-04-28 08:00:00;282,68;280,63;1026;87;3,38;273;0;19601360
2010-04-28 09:00:00;284,09;280,78;1026;80;3,86;284;9;13938740
2010-04-28 10:00:00;285,16;280,48;1026;73;4,04;286;25;22940850
2010-04-28 11:00:00;286,25;280,7;1026;69;4,77;284;42;30055410
2010-04-28 12:00:00;286,87;279,73;1026;62;5,36;282;54;38767130
2010-04-28 13:00:00;287,75;279,84;1026;59;5,59;288;88;39347910
2010-04-28 14:00:00;288,36;279,91;1025;57;5,46;289;80;27296700
2010-04-28 15:00:00;288,73;279,47;1025;54;5,29;290;76;19891750
2010-04-28 16:00:00;289,24;279,39;1024;52;4,81;294;99;19310970
2010-04-28 17:00:00;289,72;278,98;1024;49;4,28;300;94;15390700
2010-04-28 18:00:00;289,6;278,87;1024;49;3,46;310;77;12922380
2010-04-28 19:00:00;288,71;278,9;1023;52;1,96;329;98;9292495
2010-04-28 20:00:00;285,36;279,85;1023;69;2,1;350;98;4501053
2010-04-28 21:00:00;283,67;279,04;1024;73;2,32;13;98;5807810
2010-04-28 22:00:00;283,27;278,66;1024;73;2,36;51;61;1161562
2010-04-28 23:00:00;280,89;278,53;1023;85;2,19;99;100;-435585,7
2010-04-29 00:00:00;280,19;278,82;1023;91;1,85;142;100;-435585,7
2010-04-29 01:00:00;280,73;279,2;1023;90;2,06;160;98;-290390,5
2010-04-29 02:00:00;280,59;279,22;1022;91;2,39;171;63;-290390,5
2010-04-29 03:00:00;280,87;279,34;1021;90;2,47;179;100;7550152
2010-04-29 04:00:00;280,94;279,24;1021;89;2,31;184;100;19746550
2010-04-29 05:00:00;280,97;279,43;1021;90;2,52;187;100;26425530
2010-04-29 06:00:00;281,29;279,75;1020;90;2,59;187;100;19891750
2010-04-29 07:00:00;282,37;280,49;1019;88;2,73;185;100;20617720
2010-04-29 08:00:00;284,16;281,21;1019;82;2,77;184;100;18584990
2010-04-29 09:00:00;286,34;281,61;1019;73;2,84;185;99;12631990
2010-04-29 10:00:00;288,75;281,97;1018;64;3,12;191;98;7695348
2010-04-29 11:00:00;290,41;281,82;1018;57;3,56;195;97;22650460
2010-04-29 12:00:00;292,56;281,58;1017;49;3,74;194;96;38186350
2010-04-29 13:00:00;293,74;282,05;1016;47;4,06;198;98;29765020
2010-04-29 14:00:00;294,45;282,05;1015;45;4,36;203;100;27441900
2010-04-29 15:00:00;295,11;281,63;1015;42;4,42;210;99;31362170
2010-04-29 16:00:00;295,44;281,57;1014;41;4,17;218;100;40073880
2010-04-29 17:00:00;295,3;281,8;1013;42;3,34;213;100;27006310
2010-04-29 18:00:00;295,04;281,56;1012;42;2,59;202;99;11325230
2010-04-29 19:00:00;294,18;282,13;1012;46;2,33;197;99;8276129
2010-04-29 20:00:00;292,44;282,35;1012;52;2,33;198;100;7114567
2010-04-29 21:00:00;290,59;282,75;1011;60;2,37;196;100;8566519
2010-04-29 22:00:00;289,21;282,64;1011;65;2,4;194;98;19165770
2010-04-29 23:00:00;288,35;282,49;1011;68;2,52;191;69;20472530
2010-04-30 00:00:00;286,81;282,27;1011;74;2,55;191;86;21343700
2010-04-30 01:00:00;285,96;281,84;1010;76;2,72;190;99;25263970
2010-04-30 02:00:00;285,09;281,38;1010;78;2,83;188;100;32233340
2010-04-30 03:00:00;285,05;281,15;1009;77;3,07;190;100;33975680
2010-04-30 04:00:00;284,56;280,87;1009;78;3,16;191;100;39057520
2010-04-30 05:00:00;284,72;280,83;1008;77;3,2;191;100;40219080
2010-04-30 06:00:00;284,76;280,87;1008;77;3,43;187;100;36298810
2010-04-30 07:00:00;285,97;281,46;1007;74;3,75;186;99;46026890
2010-04-30 08:00:00;288;282,37;1007;69;4,01;188;99;38767130
2010-04-30 09:00:00;290,22;282,89;1007;62;3,92;191;97;28022680
2010-04-30 10:00:00;293,06;283,21;1006;53;4,41;196;98;22214870
2010-04-30 11:00:00;294,95;283,15;1006;47;4,96;203;93;24537990
2010-04-30 12:00:00;296,59;283,65;1005;44;5;203;57;37750760
2010-04-30 13:00:00;297,82;284,06;1005;42;5,67;222;30;66209030
2010-04-30 14:00:00;296,9;284,93;1005;47;6,44;243;56;76372700
2010-04-30 15:00:00;297,62;283,52;1005;41;5,66;249;39;82761280
2010-04-30 16:00:00;297,28;283,22;1005;41;6,06;260;37;80147770
2010-04-30 17:00:00;296,63;282,63;1006;41;6,06;275;45;73178400
2010-04-30 18:00:00;295,55;283,05;1006;45;5,5;291;43;60110830
2010-04-30 19:00:00;294,4;283,27;1007;49;4,15;305;31;56190560
2010-04-30 20:00:00;292,43;283,18;1007;55;2,36;315;47;34701660
2010-04-30 21:00:00;289,71;283,34;1008;66;2,69;328;92;16407060
2010-04-30 22:00:00;288,29;283,69;1008;74;1,67;318;53;8856909
2010-04-30 23:00:00;287,93;283,35;1008;74;1,25;242;91;4936638
2010-05-01 00:00:00;286,94;283,37;1008;79;1,7;235;85;3339491
2010-05-01 01:00:00;286,85;283,65;1009;81;1,67;255;70;5807810
2010-05-01 02:00:00;286,85;283,65;1008;81;1,92;274;49;26715920
2010-05-01 03:00:00;286,56;283,73;1009;83;2,43;282;57;29184240
2010-05-01 04:00:00;286,11;283,65;1009;85;2,76;283;99;24392800
2010-05-01 05:00:00;286,12;283,48;1010;84;2,83;286;98;13212770
2010-05-01 06:00:00;285,56;283,29;1010;86;2,91;292;95;12777180
2010-05-01 07:00:00;285,58;283,48;1010;87;2,87;299;98;18584990
2010-05-01 08:00:00;285,87;283,42;1011;85;3,06;307;99;15535890
2010-05-01 09:00:00;286,45;283,08;1011;80;2,27;305;100;9147300
2010-05-01 10:00:00;286,82;283,06;1011;78;1,75;291;99;7114567
2010-05-01 11:00:00;287,04;282,69;1011;75;1,94;268;100;871171,4
2010-05-01 12:00:00;288,37;281,38;1011;63;2,88;239;100;871171,4
2010-05-01 13:00:00;288,18;280,97;1010;62;3,34;232;100;8421324
2010-05-01 14:00:00;288,25;281,27;1010;63;3,32;229;100;3629881
2010-05-01 15:00:00;288,49;281,49;1010;63;3,68;234;100;11325230
2010-05-01 16:00:00;288,41;281,88;1010;65;3,46;239;97;12922380
2010-05-01 17:00:00;288,98;282,19;1010;64;3,63;239;93;11325230
2010-05-01 18:00:00;288,94;282,38;1009;65;3,29;237;94;11325230
2010-05-01 19:00:00;288,63;282,31;1009;66;2,01;228;84;15971480
2010-05-01 20:00:00;287,57;282,59;1009;72;1,6;211;83;9873276
2010-05-01 21:00:00;286,11;282,93;1009;81;1,99;203;100;5372224
2010-05-01 22:00:00;286,04;282,86;1010;81;2,22;202;100;3194295
2010-05-01 23:00:00;285,69;282,88;1010;83;2,21;210;100;7985738
2010-05-02 00:00:00;285,23;282,79;1010;85;2,41;240;100;16261870
2010-05-02 01:00:00;285,2;283,11;1010;87;2,63;246;100;21053310
2010-05-02 02:00:00;284,7;283,12;1010;90;2,48;249;100;25989950
2010-05-02 03:00:00;284,44;283,03;1010;91;1,87;249;100;12631990
2010-05-02 04:00:00;283,78;282,7;1010;93;1,8;251;99;1887538
2010-05-02 05:00:00;283,03;282,27;1010;95;1,88;257;100;-725976,2
2010-05-02 06:00:00;282,66;281,9;1010;95;1,92;262;96;-435585,7
2010-05-02 07:00:00;283,56;282,64;1011;94;2,2;277;88;-145195,2
2010-05-02 08:00:00;284,25;282,51;1011;89;2,46;305;71;5227029
2010-05-02 09:00:00;285,27;282,65;1012;84;2,7;318;71;3049100
2010-05-02 10:00:00;286,65;282,7;1012;77;2,37;308;66;-435585,7
2010-05-02 11:00:00;287,64;282,03;1012;69;2,32;302;62;-580780,9
2010-05-02 12:00:00;287,94;281,66;1012;66;2,34;308;65;-145195,2
2010-05-02 13:00:00;288,43;281,67;1012;64;2,05;312;93;290390,5
2010-05-02 14:00:00;289,24;281,48;1012;60;1,81;316;100;290390,5
2010-05-02 15:00:00;289,33;281,07;1011;58;1,55;324;100;-580780,9
2010-05-02 16:00:00;289,44;280,92;1011;57;1,35;337;78;-580780,9
2010-05-02 17:00:00;289,27;280,5;1011;56;1,68;0;90;-580780,9
2010-05-02 18:00:00;289,21;280,18;1011;55;1,99;27;97;-580780,9
2010-05-02 19:00:00;288,52;281,29;1011;62;1,68;40;100;-435585,7
2010-05-02 20:00:00;286,73;281,16;1011;69;2,11;54;99;-435585,7
2010-05-02 21:00:00;286,45;280,89;1011;69;2,38;61;96;-725976,2
2010-05-02 22:00:00;285,59;281,29;1011;75;2,65;63;100;-725976,2
2010-05-02 23:00:00;285,7;281,39;1012;75;3,26;62;100;2903905
2010-05-03 00:00:00;286,15;281,43;1011;73;3,79;55;99;24828390
2010-05-03 01:00:00;285,58;281,66;1011;77;4,26;54;100;19891750
2010-05-03 02:00:00;284,88;281,55;1011;80;4,13;50;100;26861120
2010-05-03 03:00:00;284,35;281,39;1011;82;4,46;45;100;28458270
2010-05-03 04:00:00;283,91;281,32;1010;84;5,04;46;99;25118780
2010-05-03 05:00:00;283,49;281,42;1009;87;5,48;51;100;38331540
2010-05-03 06:00:00;283,01;281,61;1009;91;5,57;57;100;46462480
2010-05-03 07:00:00;282,53;281,77;1009;95;5,58;63;100;67225390
2010-05-03 08:00:00;282,4;281,8;1008;96;5,59;62;100;60982000
2010-05-03 09:00:00;282,5;282,2;1007;98;4,97;61;100;74049570
2010-05-03 10:00:00;283,03;282,88;1007;99;4,37;71;100;43994160
2010-05-03 11:00:00;283,69;283,54;1006;99;3,51;95;100;22940850
2010-05-03 12:00:00;285,68;285,22;1006;97;2,16;108;100;21053310
2010-05-03 13:00:00;286,56;285,94;1006;96;0,7;83;100;13938740
2010-05-03 14:00:00;286,93;286,3;1006;96;0,52;285;100;1306757
2010-05-03 15:00:00;286,65;286,03;1006;96;1,54;267;100;0
2010-05-03 16:00:00;285,85;285,07;1007;95;3,52;264;100;14519520
2010-05-03 17:00:00;284,34;283,41;1007;94;4,21;267;100;44720130
2010-05-03 18:00:00;283,37;282,45;1008;94;4,37;269;100;52996260
2010-05-03 19:00:00;282,75;281,68;1009;93;4,74;278;100;50963530
2010-05-03 20:00:00;282,12;280,57;1010;90;4,58;289;100;30200610
2010-05-03 21:00:00;281,54;280;1011;90;4,16;298;100;33540100
2010-05-03 22:00:00;280,94;279,24;1012;89;3,92;302;100;31362170
2010-05-03 23:00:00;280,7;278,84;1012;88;3,84;304;100;30781390
2010-05-04 00:00:00;280,23;278,38;1014;88;3,62;316;100;41380640
2010-05-04 01:00:00;279,84;278;1014;88;3,8;311;100;34266080
2010-05-04 02:00:00;279,55;277,71;1015;88;3,85;315;99;37750760
2010-05-04 03:00:00;279,32;277,48;1015;88;3,51;317;100;25118780
2010-05-04 04:00:00;279,13;277,62;1016;90;2,97;318;100;11470420
2010-05-04 05:00:00;279,04;277,53;1016;90;2,74;318;100;9582885
2010-05-04 06:00:00;279,07;277,56;1017;90;2,74;317;100;3194295
2010-05-04 07:00:00;279,08;277,57;1017;90;2,47;321;100;2613514
2010-05-04 08:00:00;279,27;277,76;1018;90;2,27;329;100;725976,2
2010-05-04 09:00:00;279,73;277,56;1018;86;2,19;337;98;-435585,7
2010-05-04 10:00:00;280,14;277,45;1018;83;2,06;340;100;725976,2
2010-05-04 11:00:00;280,13;277,27;1019;82;1,94;339;100;0
2010-05-04 12:00:00;280,62;277,04;1019;78;1,35;346;100;-580780,9
2010-05-04 13:00:00;281,08;277,3;1019;77;1,1;358;100;-435585,7
2010-05-04 14:00:00;281,79;277,42;1019;74;0,48;32;100;-580780,9
2010-05-04 15:00:00;282,15;277,38;1019;72;0,27;65;100;-580780,9
2010-05-04 16:00:00;282,32;277,34;1019;71;0,2;350;100;-435585,7
2010-05-04 17:00:00;282,56;277,37;1018;70;0,06;64;100;-435585,7
2010-05-04 18:00:00;282,66;277,26;1018;69;0,56;216;100;-435585,7
2010-05-04 19:00:00;282,48;278,09;1018;74;0,3;312;100;-290390,5
2010-05-04 20:00:00;282,16;278,53;1018;78;0,75;50;100;-290390,5
2010-05-04 21:00:00;281,67;278,6;1018;81;1,1;73;100;-290390,5
2010-05-04 22:00:00;280,86;278,67;1018;86;1,35;96;100;-290390,5
2010-05-04 23:00:00;280,28;278,59;1018;89;1,41;116;100;-435585,7
2010-05-05 00:00:00;279,95;278,43;1018;90;1,24;154;100;-290390,5
2010-05-05 01:00:00;279,59;278,54;1018;93;0,61;194;99;-290390,5
2010-05-05 02:00:00;279,12;278,38;1018;95;1,02;260;98;-290390,5
2010-05-05 03:00:00;279,07;278,48;1018;96;1,51;287;95;-290390,5
2010-05-05 04:00:00;278,65;278,06;1018;96;2,31;308;56;8711714
2010-05-05 05:00:00;278,43;277,7;1018;95;2,75;319;8;9147300
2010-05-05 06:00:00;278,27;277,08;1018;92;2,96;326;7;10454060
2010-05-05 07:00:00;278,58;276,43;1019;86;3,11;328;2;6533786
2010-05-05 08:00:00;279,84;276,28;1019;78;3,38;335;12;4791443
2010-05-05 09:00:00;280,77;275,66;1019;70;3,13;340;19;5953005
2010-05-05 10:00:00;281,61;274,76;1019;62;2,62;338;22;5953005
2010-05-05 11:00:00;282,27;274,69;1020;59;2,45;338;60;6098200
2010-05-05 12:00:00;283,63;274,73;1020;54;2,19;333;100;3484686
2010-05-05 13:00:00;284,08;275,14;1020;54;2,44;346;100;3194295
2010-05-05 14:00:00;284,6;275,1;1019;52;2,63;3;99;5662614
2010-05-05 15:00:00;285,18;275,36;1019;51;2,75;21;97;3920271
2010-05-05 16:00:00;285,57;275,16;1019;49;2,65;38;72;5953005
2010-05-05 17:00:00;285,57;275,16;1019;49;3,14;45;37;5662614
2010-05-05 18:00:00;285,3;275,2;1018;50;3,57;54;51;7259762
2010-05-05 19:00:00;284,71;275,73;1018;54;3,08;66;84;9292495
2010-05-05 20:00:00;283,32;275,67;1018;59;2,65;69;28;10889640
2010-05-05 21:00:00;282,02;275,81;1018;65;3,15;72;95;28603460
2010-05-05 22:00:00;281,14;275,6;1017;68;3,7;76;96;31362170
2010-05-05 23:00:00;280,74;275,42;1017;69;4,05;78;87;52560680
2010-05-06 00:00:00;280,92;275,6;1017;69;5,12;74;100;62869540
2010-05-06 01:00:00;280,57;275,46;1016;70;5,6;72;100;70710080
2010-05-06 02:00:00;280,29;275,59;1015;72;5,77;76;100;70129300
2010-05-06 03:00:00;280,2;275,7;1015;73;5,62;74;100;62724340
2010-05-06 04:00:00;280,07;275,76;1014;74;5,56;70;100;48930790
2010-05-06 05:00:00;279,54;276,17;1013;79;5,96;68;100;52415480
2010-05-06 06:00:00;278,85;276,86;1013;87;6,13;71;100;66209030
2010-05-06 07:00:00;278,77;277,1;1012;89;6,37;69;100;86971940
2010-05-06 08:00:00;278,75;277,24;1011;90;6,57;68;100;98587570
2010-05-06 09:00:00;278,74;277,39;1011;91;6,64;67;100;99458740
2010-05-06 10:00:00;279,24;277,88;1010;91;6,1;65;100;89440260
2010-05-06 11:00:00;279,47;277,95;1010;90;7,42;70;100;84939220
2010-05-06 12:00:00;279,86;278,18;1009;89;7,06;72;100;75065940
2010-05-06 13:00:00;280,07;278,38;1008;89;6,84;70;100;72016840
2010-05-06 14:00:00;280,17;278,64;1007;90;6,55;66;100;64321490
2010-05-06 15:00:00;280,23;278,86;1007;91;6,56;64;100;74775540
2010-05-06 16:00:00;280,08;279,18;1006;94;6,39;63;100;60546410
2010-05-06 17:00:00;280,03;279,29;1005;95;6,13;61;100;75501520
2010-05-06 18:00:00;280;279,41;1005;96;5,61;63;100;73613980
2010-05-06 19:00:00;280;279,56;1005;97;4,95;61;100;53577040
2010-05-06 20:00:00;280,1;279,66;1005;97;4,93;60;100;52125090
2010-05-06 21:00:00;280,22;279,78;1005;97;4,9;62;100;50527940
2010-05-06 22:00:00;280,38;280,09;1004;98;4,81;63;100;46462480
2010-05-06 23:00:00;280,61;280,31;1004;98;4,68;62;100;26280340
2010-05-07 00:00:00;280,82;280,37;1004;97;4,29;60;100;30781390
2010-05-07 01:00:00;281,19;280,74;1004;97;4,06;66;100;21198500
2010-05-07 02:00:00;281,51;281,21;1003;98;4,07;67;100;20182140
2010-05-07 03:00:00;281,85;281,55;1003;98;3,5;62;100;24102410
2010-05-07 04:00:00;282,07;281,92;1003;99;3,36;64;100;10599250
2010-05-07 05:00:00;282,38;282,23;1003;99;3,28;60;100;1306757
2010-05-07 06:00:00;282,56;282,41;1003;99;2,96;61;100;2177929
2010-05-07 07:00:00;282,78;282,48;1004;98;2,47;68;100;1306757
2010-05-07 08:00:00;283,13;282,83;1004;98;1,59;64;100;-290390,5
2010-05-07 09:00:00;283,55;283,09;1004;97;0,88;43;100;-435585,7
2010-05-07 10:00:00;283,96;283,5;1004;97;0,84;33;100;-580780,9
2010-05-07 11:00:00;284,17;283,71;1004;97;0,81;322;100;-580780,9
2010-05-07 12:00:00;284,8;283,87;1005;94;1,78;301;100;-435585,7
2010-05-07 13:00:00;285,07;284,14;1005;94;1,99;290;100;-435585,7
2010-05-07 14:00:00;285,31;284,21;1006;93;2,64;290;100;-435585,7
2010-05-07 15:00:00;285,47;284,04;1006;91;3,06;290;100;1016367
2010-05-07 16:00:00;285,43;284,17;1006;92;3,34;291;100;5081833
2010-05-07 17:00:00;285,18;284,25;1006;94;3,14;288;100;5081833
2010-05-07 18:00:00;285,05;284,12;1007;94;3,09;280;100;8856909
2010-05-07 19:00:00;284,84;283,75;1007;93;3,32;278;100;13648350
2010-05-07 20:00:00;284,46;283,37;1007;93;3,11;280;100;12486790
2010-05-07 21:00:00;284,21;283,12;1008;93;2,96;281;96;9873276
2010-05-07 22:00:00;283,82;283,05;1008;95;2,82;282;80;8711714
2010-05-07 23:00:00;283,15;282,54;1008;96;2,59;287;69;8421324
2010-05-08 00:00:00;282,29;281,53;1008;95;2,44;279;74;12631990
2010-05-08 01:00:00;282,17;281,26;1008;94;2,51;272;54;9582885
2010-05-08 02:00:00;281,65;280,9;1009;95;2,38;263;34;4646248
2010-05-08 03:00:00;281,38;280,78;1009;96;2,08;257;25;10454060
2010-05-08 04:00:00;280,54;280,1;1009;97;1,77;248;49;8856909
2010-05-08 05:00:00;280,04;279,6;1009;97;1,74;245;98;12631990
2010-05-08 06:00:00;280,44;280;1010;97;2,21;252;100;6098200
2010-05-08 07:00:00;280,51;280,36;1010;99;2,3;264;100;3339491
2010-05-08 08:00:00;281,04;280,14;1010;94;2,34;272;100;2468319
2010-05-08 09:00:00;281,8;280,42;1010;91;1,73;248;100;1016367
2010-05-08 10:00:00;282,81;281,25;1011;90;1,93;241;98;1742343
2010-05-08 11:00:00;284,1;281,51;1011;84;2,52;235;100;2177929
2010-05-08 12:00:00;285,15;281,63;1011;79;1,96;246;87;2032733
2010-05-08 13:00:00;286,14;281,82;1010;75;1,83;232;100;2177929
2010-05-08 14:00:00;286,64;281,7;1011;72;2,47;228;100;2323124
2010-05-08 15:00:00;286,94;281,36;1011;69;2,74;242;100;2758710
2010-05-08 16:00:00;287,11;281,09;1010;67;2,46;263;98;5517419
2010-05-08 17:00:00;287,13;280,89;1011;66;2,42;275;93;8130933
2010-05-08 18:00:00;287,11;280,42;1011;64;2,34;282;85;4501053
2010-05-08 19:00:00;286,65;280,65;1011;67;1,41;291;71;4355857
2010-05-08 20:00:00;284,94;280,66;1011;75;1,45;307;68;0
2010-05-08 21:00:00;284,39;280,32;1011;76;1,27;313;24;145195,2
2010-05-08 22:00:00;284,15;280,47;1011;78;1,32;279;28;1597148
2010-05-08 23:00:00;282,89;280,15;1011;83;1,45;274;20;-725976,2
2010-05-09 00:00:00;282,72;280,5;1011;86;1,25;322;66;-435585,7
2010-05-09 01:00:00;282,11;280,23;1011;88;1,11;347;92;-435585,7
2010-05-09 02:00:00;280,27;279,37;1011;94;0,7;345;97;-435585,7
2010-05-09 03:00:00;279,09;278,5;1011;96;0,46;315;100;1742343
2010-05-09 04:00:00;278,59;278,15;1011;97;0,08;155;100;435585,7
2010-05-09 05:00:00;278,22;277,78;1011;97;0,68;158;100;725976,2
2010-05-09 06:00:00;278,92;278,48;1011;97;0,66;172;100;4791443
2010-05-09 07:00:00;280,99;279,77;1011;92;1,17;180;100;10454060
2010-05-09 08:00:00;282,96;280,9;1011;87;0,87;223;100;4936638
2010-05-09 09:00:00;284,33;280,64;1011;78;1,62;243;100;-580780,9
2010-05-09 10:00:00;285,81;280,28;1011;69;2,28;254;100;-290390,5
2010-05-09 11:00:00;286,89;279,51;1011;61;2,56;266;97;-290390,5
2010-05-09 12:00:00;287,49;278,32;1010;54;2,72;282;99;3049100
2010-05-09 13:00:00;287,63;278,45;1010;54;1,94;283;99;1161562
2010-05-09 14:00:00;287,9;278,7;1010;54;1,58;267;99;2177929
2010-05-09 15:00:00;287,94;278,73;1010;54;1,38;261;98;1451952
2010-05-09 16:00:00;288,37;278,86;1010;53;1,32;255;98;-580780,9
2010-05-09 17:00:00;288,32;278,82;1009;53;1,24;257;100;-435585,7
2010-05-09 18:00:00;288,35;278,84;1009;53;1,07;251;97;-145195,2
2010-05-09 19:00:00;288,01;279,06;1009;55;0,2;157;95;-290390,5
2010-05-09 20:00:00;287,38;279,73;1008;60;0,9;100;86;-435585,7
2010-05-09 21:00:00;285,15;281,06;1009;76;1,6;112;77;-725976,2
2010-05-09 22:00:00;284,47;280,96;1009;79;1,97;129;95;1597148
2010-05-09 23:00:00;284,38;280,69;1008;78;2,19;140;100;4355857
2010-05-10 00:00:00;283,74;280,62;1008;81;2,27;143;99;7985738
2010-05-10 01:00:00;283,34;280,41;1008;82;2,32;151;100;11760810
2010-05-10 02:00:00;282,95;280,03;1008;82;2,5;151;99;9147300
2010-05-10 03:00:00;283,24;279,95;1007;80;2,67;151;100;4065467
2010-05-10 04:00:00;283,12;280,01;1007;81;2,64;160;100;3484686
2010-05-10 05:00:00;282,51;280,12;1007;85;2,52;165;100;2758710
2010-05-10 06:00:00;282,02;280,47;1007;90;2,54;160;99;4210662
2010-05-10 07:00:00;281,8;280,89;1007;94;2,53;138;96;11470420
2010-05-10 08:00:00;282,19;281,43;1007;95;2,54;138;98;6969371
2010-05-10 09:00:00;282,61;281,85;1007;95;2,53;133;92;-145195,2
2010-05-10 10:00:00;283,35;282,59;1007;95;3,06;141;96;0
2010-05-10 11:00:00;283,71;282,63;1007;93;3,11;146;100;4210662
2010-05-10 12:00:00;285,65;283,2;1007;85;2,58;157;99;12486790
2010-05-10 13:00:00;286,81;283,61;1007;81;2,4;136;99;6824176
2010-05-10 14:00:00;287,9;283,72;1007;76;2,44;123;100;3920271
